TOP PARENT,PARENT-CATEGORY,CATEGORY-NAME,CATEGORY-ID-NUMBER (SHORT-CODE),DESCRIPTION
School,Class 6,Mathematics,CAT-GRD-006-MA,"<p><strong>Mathematics</strong></p><p>Mathematics specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Mathematics</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Mathematics"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Mathematics</a></p>"
School,Class 6,Science,CAT-GRD-006-SCI,"<p><strong>Science</strong></p><p>Science specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Science</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Science"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Science</a></p>"
School,Class 6,Social Science,CAT-GRD-006-SST,"<p><strong>Social Science</strong></p><p>Social Science specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Social Science</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Social%20Science"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Social Science</a></p>"
School,Class 6,Computer Science,CAT-GRD-006-CS,"<p><strong>Computer Science</strong></p><p>Computer Science specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Computer Science</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Computer%20Science"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Computer Science</a></p>"
School,Class 6,Arts Education,CAT-GRD-006-ART,"<p><strong>Arts Education</strong></p><p>Arts Education specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Arts Education</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Arts%20Education"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Arts Education</a></p>"
School,Class 6,Physical Education,CAT-GRD-006-PE,"<p><strong>Physical Education</strong></p><p>Physical Education specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Physical Education</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Physical%20Education"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Physical Education</a></p>"
School,Middle (Classes 6-8),Class 7,CAT-GRD-007,"<p><strong>Class 7</strong></p><p>Curriculum category for Class 7.</p><p><strong>Typical subjects or topics:</strong> English, Hindi or Regional Language, Third Language, Mathematics, Science, Social Science, Computer Science, Arts Education, Physical Education</p><p><strong>Recommended course structure:</strong> Subject / chapter courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Class%207"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Class 7</a></p>"
School,Class 7,English,CAT-GRD-007-EN,"<p><strong>English</strong></p><p>English specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> English</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=English"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: English</a></p>"
School,Class 7,Hindi or Regional Language,CAT-GRD-007-LAN1,"<p><strong>Hindi or Regional Language</strong></p><p>Hindi or Regional Language specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Hindi or Regional Language</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Hindi%20or%20Regional%20Language"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Hindi or Regional Language</a></p>"
School,Class 7,Third Language,CAT-GRD-007-LAN2,"<p><strong>Third Language</strong></p><p>Third Language specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Third Language</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Third%20Language"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Third Language</a></p>"
School,Class 7,Mathematics,CAT-GRD-007-MA,"<p><strong>Mathematics</strong></p><p>Mathematics specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Mathematics</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Mathematics"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Mathematics</a></p>"
School,Class 7,Science,CAT-GRD-007-SCI,"<p><strong>Science</strong></p><p>Science specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Science</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Science"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Science</a></p>"
School,Class 7,Social Science,CAT-GRD-007-SST,"<p><strong>Social Science</strong></p><p>Social Science specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Social Science</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Social%20Science"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Social Science</a></p>"
School,Class 7,Computer Science,CAT-GRD-007-CS,"<p><strong>Computer Science</strong></p><p>Computer Science specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Computer Science</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Computer%20Science"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Computer Science</a></p>"
School,Class 7,Arts Education,CAT-GRD-007-ART,"<p><strong>Arts Education</strong></p><p>Arts Education specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Arts Education</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Arts%20Education"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Arts Education</a></p>"
School,Class 7,Physical Education,CAT-GRD-007-PE,"<p><strong>Physical Education</strong></p><p>Physical Education specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Physical Education</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Physical%20Education"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Physical Education</a></p>"
School,Middle (Classes 6-8),Class 8,CAT-GRD-008,"<p><strong>Class 8</strong></p><p>Curriculum category for Class 8.</p><p><strong>Typical subjects or topics:</strong> English, Hindi or Regional Language, Third Language, Mathematics, Science, Social Science, Computer Science, Arts Education, Physical Education</p><p><strong>Recommended course structure:</strong> Subject / chapter courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Class%208"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Class 8</a></p>"
School,Class 8,English,CAT-GRD-008-EN,"<p><strong>English</strong></p><p>English specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> English</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=English"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: English</a></p>"
School,Class 8,Hindi or Regional Language,CAT-GRD-008-LAN1,"<p><strong>Hindi or Regional Language</strong></p><p>Hindi or Regional Language specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Hindi or Regional Language</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Hindi%20or%20Regional%20Language"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Hindi or Regional Language</a></p>"
School,Class 8,Third Language,CAT-GRD-008-LAN2,"<p><strong>Third Language</strong></p><p>Third Language specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Third Language</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Third%20Language"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Third Language</a></p>"
School,Class 8,Mathematics,CAT-GRD-008-MA,"<p><strong>Mathematics</strong></p><p>Mathematics specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Mathematics</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Mathematics"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Mathematics</a></p>"
School,Class 8,Science,CAT-GRD-008-SCI,"<p><strong>Science</strong></p><p>Science specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Science</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Science"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Science</a></p>"
School,Class 8,Social Science,CAT-GRD-008-SST,"<p><strong>Social Science</strong></p><p>Social Science specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Social Science</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Social%20Science"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Social Science</a></p>"
School,Class 8,Computer Science,CAT-GRD-008-CS,"<p><strong>Computer Science</strong></p><p>Computer Science specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Computer Science</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Computer%20Science"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Computer Science</a></p>"
School,Class 8,Arts Education,CAT-GRD-008-ART,"<p><strong>Arts Education</strong></p><p>Arts Education specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Arts Education</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Arts%20Education"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Arts Education</a></p>"
School,Class 8,Physical Education,CAT-GRD-008-PE,"<p><strong>Physical Education</strong></p><p>Physical Education specialization covering applied knowledge, procedures, tools, and role-relevant practice.</p><p><strong>Typical subjects or topics:</strong> Physical Education</p><p><strong>Recommended course structure:</strong> Chapter-wise courses</p><p><a href=""https://en.wikipedia.org/wiki/Special:Search?search=Physical%20Education"" target=""_blank"" rel=""noopener noreferrer"">Wikipedia reference: Physical Education</a></p>"
